date,station_id,station_name,area_type,PM2_5,PM10,NO2,O3,AQI
2018-02-25,Tianhe,天河站,商业区,39.9,64.7,17.5,24.0,107
2018-02-25,Yuexiu,越秀站,居民区,44.5,74.1,17.5,24.0,114
2018-02-25,Baiyun,白云站,工业区,64.2,113.7,17.5,24.0,142
2018-02-26,Tianhe,天河站,商业区,35.0,60.8,17.5,24.0,100
2018-02-26,Yuexiu,越秀站,居民区,46.7,78.8,17.5,24.0,117
2018-02-26,Baiyun,白云站,工业区,49.1,90.8,17.5,24.0,120
2018-02-27,Tianhe,天河站,商业区,41.5,70.4,17.5,24.0,109
2018-02-27,Yuexiu,越秀站,居民区,40.9,75.5,17.5,24.0,108
2018-02-27,Baiyun,白云站,工业区,43.8,66.6,17.5,24.0,113
2018-02-28,Tianhe,天河站,商业区,35.7,62.7,17.5,24.0,101
2018-02-28,Yuexiu,越秀站,居民区,46.1,96.5,17.5,24.0,116
2018-02-28,Baiyun,白云站,工业区,63.2,111.7,17.5,24.0,140
2018-03-01,Tianhe,天河站,商业区,43.5,69.6,25.0,20.0,112
2018-03-01,Yuexiu,越秀站,居民区,47.9,83.4,25.0,20.0,118
2018-03-01,Baiyun,白云站,工业区,64.1,104.7,25.0,20.0,142
2018-03-02,Tianhe,天河站,商业区,47.1,99.1,25.0,20.0,117
2018-03-02,Yuexiu,越秀站,居民区,47.2,88.8,25.0,20.0,117
2018-03-02,Baiyun,白云站,工业区,67.5,116.0,25.0,20.0,146
2018-03-03,Tianhe,天河站,商业区,45.1,81.3,25.0,20.0,114
2018-03-03,Yuexiu,越秀站,居民区,48.7,80.2,25.0,20.0,120
2018-03-03,Baiyun,白云站,工业区,61.3,116.5,25.0,20.0,138
2018-03-04,Tianhe,天河站,商业区,53.2,105.9,25.0,20.0,126
2018-03-04,Yuexiu,越秀站,居民区,63.5,104.6,25.0,20.0,141
2018-03-04,Baiyun,白云站,工业区,69.1,127.0,25.0,20.0,149
2018-03-05,Tianhe,天河站,商业区,58.0,95.0,25.0,20.0,133
2018-03-05,Yuexiu,越秀站,居民区,42.0,70.5,25.0,20.0,110
2018-03-05,Baiyun,白云站,工业区,41.7,70.6,25.0,20.0,110
2018-03-06,Tianhe,天河站,商业区,38.7,70.8,25.0,20.0,105
2018-03-06,Yuexiu,越秀站,居民区,50.5,109.8,25.0,20.0,122
2018-03-06,Baiyun,白云站,工业区,69.8,117.7,25.0,20.0,150
2018-03-07,Tianhe,天河站,商业区,37.8,71.7,25.0,20.0,104
2018-03-07,Yuexiu,越秀站,居民区,38.5,83.4,25.0,20.0,105
2018-03-07,Baiyun,白云站,工业区,71.9,122.7,25.0,20.0,153
2018-03-08,Tianhe,天河站,商业区,32.4,67.2,25.0,20.0,96
2018-03-08,Yuexiu,越秀站,居民区,47.2,96.6,25.0,20.0,117
2018-03-08,Baiyun,白云站,工业区,46.5,78.1,25.0,20.0,116
2018-03-09,Tianhe,天河站,商业区,43.7,79.1,25.0,20.0,112
2018-03-09,Yuexiu,越秀站,居民区,44.8,86.2,25.0,20.0,114
2018-03-09,Baiyun,白云站,工业区,51.3,90.9,25.0,20.0,123
2018-03-10,Tianhe,天河站,商业区,44.4,84.6,25.0,20.0,113
2018-03-10,Yuexiu,越秀站,居民区,53.2,83.7,25.0,20.0,126
2018-03-10,Baiyun,白云站,工业区,47.1,96.7,25.0,20.0,117
2018-03-11,Tianhe,天河站,商业区,45.8,75.6,25.0,20.0,115
2018-03-11,Yuexiu,越秀站,居民区,59.2,107.9,25.0,20.0,135
2018-03-11,Baiyun,白云站,工业区,71.9,130.5,25.0,20.0,153
2018-03-12,Tianhe,天河站,商业区,57.2,122.9,25.0,20.0,132
2018-03-12,Yuexiu,越秀站,居民区,46.2,92.2,25.0,20.0,116
2018-03-12,Baiyun,白云站,工业区,67.0,139.0,25.0,20.0,146
2018-03-13,Tianhe,天河站,商业区,37.3,72.3,25.0,20.0,103
2018-03-13,Yuexiu,越秀站,居民区,55.7,80.6,25.0,20.0,130
2018-03-13,Baiyun,白云站,工业区,50.3,70.0,25.0,20.0,122
2018-03-14,Tianhe,天河站,商业区,41.9,81.4,25.0,20.0,110
2018-03-14,Yuexiu,越秀站,居民区,58.8,106.8,25.0,20.0,134
2018-03-14,Baiyun,白云站,工业区,76.1,115.9,25.0,20.0,159
2018-03-15,Tianhe,天河站,商业区,32.5,58.1,25.0,20.0,96
2018-03-15,Yuexiu,越秀站,居民区,50.8,91.1,25.0,20.0,123
2018-03-15,Baiyun,白云站,工业区,42.2,75.2,25.0,20.0,110
2018-03-16,Tianhe,天河站,商业区,35.1,67.9,25.0,20.0,100
2018-03-16,Yuexiu,越秀站,居民区,50.7,81.7,25.0,20.0,122
2018-03-16,Baiyun,白云站,工业区,56.4,89.6,25.0,20.0,131
2018-03-17,Tianhe,天河站,商业区,43.2,86.1,25.0,20.0,112
2018-03-17,Yuexiu,越秀站,居民区,40.9,77.8,25.0,20.0,108
2018-03-17,Baiyun,白云站,工业区,56.3,92.4,25.0,20.0,130
2018-03-18,Tianhe,天河站,商业区,43.0,68.4,25.0,20.0,111
2018-03-18,Yuexiu,越秀站,居民区,44.0,68.7,25.0,20.0,113
2018-03-18,Baiyun,白云站,工业区,79.1,143.0,25.0,20.0,163
2018-03-19,Tianhe,天河站,商业区,39.1,72.0,25.0,20.0,106
2018-03-19,Yuexiu,越秀站,居民区,47.2,82.9,25.0,20.0,117
2018-03-19,Baiyun,白云站,工业区,66.8,130.3,25.0,20.0,145
2018-03-20,Tianhe,天河站,商业区,40.2,67.7,25.0,20.0,107
2018-03-20,Yuexiu,越秀站,居民区,46.0,61.7,25.0,20.0,116
2018-03-20,Baiyun,白云站,工业区,47.2,97.9,25.0,20.0,117
2018-03-21,Tianhe,天河站,商业区,54.4,95.3,25.0,20.0,128
2018-03-21,Yuexiu,越秀站,居民区,52.2,97.2,25.0,20.0,125
2018-03-21,Baiyun,白云站,工业区,89.4,180.8,25.0,20.0,178
2018-03-22,Tianhe,天河站,商业区,42.8,68.9,25.0,20.0,111
2018-03-22,Yuexiu,越秀站,居民区,36.5,67.1,25.0,20.0,102
2018-03-22,Baiyun,白云站,工业区,54.2,82.1,25.0,20.0,127
2018-03-23,Tianhe,天河站,商业区,39.4,62.4,25.0,20.0,106
2018-03-23,Yuexiu,越秀站,居民区,60.2,118.9,25.0,20.0,136
2018-03-23,Baiyun,白云站,工业区,61.1,128.0,25.0,20.0,137
2018-03-24,Tianhe,天河站,商业区,44.2,71.9,25.0,20.0,113
2018-03-24,Yuexiu,越秀站,居民区,59.0,112.6,25.0,20.0,134
2018-03-24,Baiyun,白云站,工业区,51.6,90.9,25.0,20.0,124
2018-03-25,Tianhe,天河站,商业区,37.9,57.8,25.0,20.0,104
2018-03-25,Yuexiu,越秀站,居民区,54.7,119.3,25.0,20.0,128
2018-03-25,Baiyun,白云站,工业区,48.3,92.4,25.0,20.0,119
2018-03-26,Tianhe,天河站,商业区,39.4,67.1,25.0,20.0,106
2018-03-26,Yuexiu,越秀站,居民区,43.8,71.2,25.0,20.0,113
2018-03-26,Baiyun,白云站,工业区,61.6,100.6,25.0,20.0,138
2018-03-27,Tianhe,天河站,商业区,45.4,81.3,25.0,20.0,115
2018-03-27,Yuexiu,越秀站,居民区,46.3,74.9,25.0,20.0,116
2018-03-27,Baiyun,白云站,工业区,55.8,108.9,25.0,20.0,130
2018-03-28,Tianhe,天河站,商业区,46.9,75.3,25.0,20.0,117
2018-03-28,Yuexiu,越秀站,居民区,48.7,95.1,25.0,20.0,120
2018-03-28,Baiyun,白云站,工业区,45.8,87.5,25.0,20.0,115
2018-03-29,Tianhe,天河站,商业区,39.3,75.3,25.0,20.0,106
2018-03-29,Yuexiu,越秀站,居民区,42.5,61.2,25.0,20.0,111
2018-03-29,Baiyun,白云站,工业区,46.2,83.6,25.0,20.0,116
2018-03-30,Tianhe,天河站,商业区,45.4,73.4,25.0,20.0,115
2018-03-30,Yuexiu,越秀站,居民区,52.6,77.2,25.0,20.0,125
2018-03-30,Baiyun,白云站,工业区,60.5,94.3,25.0,20.0,136
2018-03-31,Tianhe,天河站,商业区,39.4,71.3,25.0,20.0,106
2018-03-31,Yuexiu,越秀站,居民区,41.8,72.1,25.0,20.0,110
2018-03-31,Baiyun,白云站,工业区,70.4,118.5,25.0,20.0,151
2018-04-01,Tianhe,天河站,商业区,50.6,79.7,32.5,24.0,122
2018-04-01,Yuexiu,越秀站,居民区,53.4,111.6,32.5,24.0,126
2018-04-01,Baiyun,白云站,工业区,39.6,65.0,32.5,24.0,107
2018-04-02,Tianhe,天河站,商业区,48.9,86.0,32.5,24.0,120
2018-04-02,Yuexiu,越秀站,居民区,52.3,87.7,32.5,24.0,125
2018-04-02,Baiyun,白云站,工业区,63.8,112.9,32.5,24.0,141
2018-04-03,Tianhe,天河站,商业区,52.9,97.9,32.5,24.0,126
2018-04-03,Yuexiu,越秀站,居民区,52.0,89.3,32.5,24.0,124
2018-04-03,Baiyun,白云站,工业区,58.4,100.1,32.5,24.0,133
2018-04-04,Tianhe,天河站,商业区,47.7,81.8,32.5,24.0,118
2018-04-04,Yuexiu,越秀站,居民区,51.7,114.4,32.5,24.0,124
2018-04-04,Baiyun,白云站,工业区,71.2,123.6,32.5,24.0,152
2018-04-05,Tianhe,天河站,商业区,53.1,91.3,32.5,24.0,126
2018-04-05,Yuexiu,越秀站,居民区,34.4,54.9,32.5,24.0,99
2018-04-05,Baiyun,白云站,工业区,45.3,78.4,32.5,24.0,115
2018-04-06,Tianhe,天河站,商业区,45.1,96.4,32.5,24.0,114
2018-04-06,Yuexiu,越秀站,居民区,51.9,91.2,32.5,24.0,124
2018-04-06,Baiyun,白云站,工业区,70.8,96.2,32.5,24.0,151
2018-04-07,Tianhe,天河站,商业区,46.6,91.0,32.5,24.0,117
2018-04-07,Yuexiu,越秀站,居民区,38.5,78.2,32.5,24.0,105
2018-04-07,Baiyun,白云站,工业区,66.2,113.7,32.5,24.0,145
2018-04-08,Tianhe,天河站,商业区,49.3,111.1,32.5,24.0,120
2018-04-08,Yuexiu,越秀站,居民区,50.9,94.1,32.5,24.0,123
2018-04-08,Baiyun,白云站,工业区,58.7,95.6,32.5,24.0,134
2018-04-09,Tianhe,天河站,商业区,50.6,82.4,32.5,24.0,122
2018-04-09,Yuexiu,越秀站,居民区,50.0,85.3,32.5,24.0,121
2018-04-09,Baiyun,白云站,工业区,67.5,126.1,32.5,24.0,146
2018-04-10,Tianhe,天河站,商业区,52.0,88.3,32.5,24.0,124
2018-04-10,Yuexiu,越秀站,居民区,47.5,76.2,32.5,24.0,118
2018-04-10,Baiyun,白云站,工业区,58.8,110.3,32.5,24.0,134
2018-04-11,Tianhe,天河站,商业区,50.1,81.0,32.5,24.0,122
2018-04-11,Yuexiu,越秀站,居民区,56.0,115.9,32.5,24.0,130
2018-04-11,Baiyun,白云站,工业区,66.9,145.5,32.5,24.0,146
2018-04-12,Tianhe,天河站,商业区,39.8,61.7,32.5,24.0,107
2018-04-12,Yuexiu,越秀站,居民区,36.3,76.2,32.5,24.0,102
2018-04-12,Baiyun,白云站,工业区,69.2,123.8,32.5,24.0,149
2018-04-13,Tianhe,天河站,商业区,46.9,73.8,32.5,24.0,117
2018-04-13,Yuexiu,越秀站,居民区,67.7,123.5,32.5,24.0,147
2018-04-13,Baiyun,白云站,工业区,64.0,124.6,32.5,24.0,141
2018-04-14,Tianhe,天河站,商业区,48.2,89.0,32.5,24.0,119
2018-04-14,Yuexiu,越秀站,居民区,43.6,82.6,32.5,24.0,112
2018-04-14,Baiyun,白云站,工业区,80.8,167.2,32.5,24.0,165
2018-04-15,Tianhe,天河站,商业区,55.8,94.7,32.5,24.0,130
2018-04-15,Yuexiu,越秀站,居民区,42.2,74.8,32.5,24.0,110
2018-04-15,Baiyun,白云站,工业区,63.5,128.2,32.5,24.0,141
2018-04-16,Tianhe,天河站,商业区,33.6,70.7,32.5,24.0,98
2018-04-16,Yuexiu,越秀站,居民区,48.3,82.9,32.5,24.0,119
2018-04-16,Baiyun,白云站,工业区,53.4,78.5,32.5,24.0,126
2018-04-17,Tianhe,天河站,商业区,50.6,91.7,32.5,24.0,122
2018-04-17,Yuexiu,越秀站,居民区,39.9,61.5,32.5,24.0,107
2018-04-17,Baiyun,白云站,工业区,59.8,127.7,32.5,24.0,135
2018-04-18,Tianhe,天河站,商业区,43.2,64.8,32.5,24.0,112
2018-04-18,Yuexiu,越秀站,居民区,47.7,83.2,32.5,24.0,118
2018-04-18,Baiyun,白云站,工业区,37.5,67.1,32.5,24.0,104
2018-04-19,Tianhe,天河站,商业区,43.4,84.2,32.5,24.0,112
2018-04-19,Yuexiu,越秀站,居民区,63.2,128.1,32.5,24.0,140
2018-04-19,Baiyun,白云站,工业区,60.5,95.4,32.5,24.0,136
2018-04-20,Tianhe,天河站,商业区,62.4,113.0,32.5,24.0,139
2018-04-20,Yuexiu,越秀站,居民区,49.6,89.0,32.5,24.0,121
2018-04-20,Baiyun,白云站,工业区,64.9,114.9,32.5,24.0,143
2018-04-21,Tianhe,天河站,商业区,41.1,69.5,32.5,24.0,109
2018-04-21,Yuexiu,越秀站,居民区,49.3,83.3,32.5,24.0,120
2018-04-21,Baiyun,白云站,工业区,56.3,102.5,32.5,24.0,130
2018-04-22,Tianhe,天河站,商业区,43.3,90.9,32.5,24.0,112
2018-04-22,Yuexiu,越秀站,居民区,29.8,60.2,32.5,24.0,93
2018-04-22,Baiyun,白云站,工业区,74.8,103.6,32.5,24.0,157
2018-04-23,Tianhe,天河站,商业区,42.7,73.7,32.5,24.0,111
2018-04-23,Yuexiu,越秀站,居民区,39.0,64.2,32.5,24.0,106
2018-04-23,Baiyun,白云站,工业区,52.5,112.9,32.5,24.0,125
2018-04-24,Tianhe,天河站,商业区,51.3,105.4,32.5,24.0,123
2018-04-24,Yuexiu,越秀站,居民区,54.9,86.4,32.5,24.0,128
2018-04-24,Baiyun,白云站,工业区,58.0,110.2,32.5,24.0,133
2018-04-25,Tianhe,天河站,商业区,36.8,71.4,32.5,24.0,103
2018-04-25,Yuexiu,越秀站,居民区,47.7,82.3,32.5,24.0,118
2018-04-25,Baiyun,白云站,工业区,69.7,131.7,32.5,24.0,150
2018-04-26,Tianhe,天河站,商业区,42.6,86.5,32.5,24.0,111
2018-04-26,Yuexiu,越秀站,居民区,41.5,79.8,32.5,24.0,109
2018-04-26,Baiyun,白云站,工业区,68.6,119.2,32.5,24.0,148
2018-04-27,Tianhe,天河站,商业区,47.2,73.2,32.5,24.0,117
2018-04-27,Yuexiu,越秀站,居民区,56.4,99.4,32.5,24.0,131
2018-04-27,Baiyun,白云站,工业区,58.1,116.7,32.5,24.0,133
